Customer_ID,Age,Income,Expenses,Credit_Score,Loan_Amount,Loan_Type,Savings,EMI,EMI_Ratio,Salary_Delay_Days,Late_Payments,Credit_Utilization,Employment_Type,Transaction_Frequency,Existing_Loans,Account_Balance,Risk
CUST102973,64,73487,44936,779,347959,Personal Loan,165830,10393,0.141,0,1,0.557,Business Owner,49,1,60046,Low
CUST102974,21,27465,18932,697,1151409,Auto Loan,30674,21656,0.788,1,0,0.293,Salaried,32,2,3420,Medium
CUST102975,41,25359,12400,660,725336,Auto Loan,32801,21922,0.864,0,0,0.447,Salaried,4,1,3752,Medium
CUST102976,42,29452,12939,713,268306,Personal Loan,54670,8496,0.288,2,0,0.277,Contract/Freelance,48,0,14309,Low
CUST102977,60,45372,28324,626,3792109,Home Loan,142599,116225,1.4,3,3,0.301,Self-Employed,53,2,79449,High
CUST102978,33,24448,8375,665,132776,Credit Card,23651,3398,0.139,3,0,0.53,Business Owner,21,4,9113,Low
CUST102979,41,67692,26920,555,457910,Personal Loan,110774,13177,0.195,4,3,0.517,Business Owner,33,4,39608,Medium
CUST102980,52,78800,35984,532,322888,Personal Loan,309957,6593,0.084,8,3,0.627,Self-Employed,16,1,181539,Low
CUST102981,23,52022,31893,878,91451,Credit Card,82979,2846,0.055,1,0,0.297,Salaried,38,4,28741,Low
CUST102982,56,29607,17191,685,224581,Credit Card,34752,4116,0.139,3,3,0.564,Salaried,32,1,2237,Medium
CUST102983,57,30879,21446,697,1218085,Auto Loan,81350,31330,1.015,2,0,0.232,Self-Employed,30,4,41507,Medium
CUST102984,52,50526,21268,677,2129863,Home Loan,31996,52089,1.031,1,1,0.367,Self-Employed,14,1,18435,Medium
CUST102985,49,31841,13164,610,398474,Personal Loan,118315,11618,0.365,6,1,0.294,Contract/Freelance,17,1,69066,Low
CUST102986,53,53889,33592,654,132850,Credit Card,74897,3777,0.07,2,0,0.515,Self-Employed,11,2,12449,Medium
CUST102987,55,52616,23056,688,425835,Personal Loan,54270,9633,0.183,1,0,0.768,Salaried,25,3,18930,Low
CUST102988,60,65601,30538,663,450781,Education Loan,244876,9146,0.139,2,0,0.524,Salaried,4,2,66977,Low
CUST102989,39,26525,7694,616,195772,Credit Card,102679,5701,0.215,2,1,0.471,Self-Employed,32,4,30040,Low
CUST102990,41,44344,26195,721,496382,Personal Loan,152496,15728,0.355,0,0,0.384,Salaried,23,4,34562,Low
CUST102991,49,46007,35231,696,568166,Auto Loan,66176,11005,0.239,0,0,0.332,Business Owner,27,4,4319,Low
CUST102992,29,42232,17142,713,665402,Education Loan,110139,18805,0.445,1,0,0.624,Self-Employed,47,1,17691,Low
CUST102993,58,59218,41040,740,213838,Credit Card,259154,5393,0.091,0,0,0.481,Salaried,36,3,25522,Low
CUST102994,54,68406,37054,666,552095,Auto Loan,164931,12349,0.181,1,1,0.155,Self-Employed,57,1,52317,Low
CUST102995,48,82835,25086,666,268069,Personal Loan,356071,4879,0.059,3,1,0.652,Self-Employed,5,2,53571,Low
CUST102996,34,41316,17548,806,1046867,Auto Loan,132437,29456,0.713,0,0,0.243,Contract/Freelance,6,0,43156,Low
CUST102997,36,38196,15893,600,802195,Auto Loan,148200,15922,0.417,3,4,0.382,Salaried,43,4,23724,Medium
CUST102998,40,39400,19924,521,381356,Auto Loan,50022,11407,0.29,5,3,0.625,Self-Employed,50,1,21254,High
CUST102999,50,18386,11192,727,310773,Personal Loan,77349,6745,0.367,1,0,0.308,Salaried,34,2,42968,Low
CUST103000,55,73341,59322,627,1047315,Education Loan,287011,27537,0.375,0,0,0.886,Salaried,24,1,106420,Low
CUST103001,50,34723,12141,588,1463709,Auto Loan,126399,32171,0.927,3,0,0.465,Salaried,55,1,13542,Medium
CUST103002,61,68034,32801,755,271957,Personal Loan,290158,7569,0.111,0,0,0.514,Business Owner,19,1,39673,Low
CUST103003,63,46306,19660,668,238121,Personal Loan,169272,4677,0.101,1,0,0.177,Contract/Freelance,31,2,84624,Low
CUST103004,52,22916,8536,573,293894,Personal Loan,64325,6701,0.292,6,2,0.407,Salaried,58,3,17937,Low
CUST103005,37,29138,16415,844,5218128,Home Loan,90175,131108,1.4,0,0,0.376,Self-Employed,6,4,38306,Medium
CUST103006,47,80512,44298,543,453156,Personal Loan,304623,11871,0.147,3,4,0.717,Salaried,48,1,128616,Medium
CUST103007,39,50312,14896,673,1285565,Auto Loan,175923,33571,0.667,1,1,0.258,Self-Employed,49,0,29418,Low
CUST103008,48,30907,17077,519,472339,Personal Loan,88616,9027,0.292,0,1,0.77,Salaried,31,0,18691,Medium
CUST103009,56,41708,15901,703,188378,Personal Loan,120633,3480,0.083,0,0,0.454,Self-Employed,56,2,53780,Low
CUST103010,37,65435,36098,626,233766,Personal Loan,263123,4984,0.076,4,3,0.542,Salaried,13,3,14878,Low
CUST103011,43,67222,48919,750,2420286,Home Loan,36276,44843,0.667,0,0,0.266,Self-Employed,38,4,11584,Medium
CUST103012,23,20749,12757,679,2615388,Home Loan,69962,55154,1.4,2,0,0.274,Salaried,52,2,8679,Medium
CUST103013,53,92110,52950,795,2440296,Home Loan,254467,45950,0.499,0,0,0.01,Self-Employed,25,2,84276,Low
CUST103014,42,68192,32458,643,120497,Credit Card,262756,3059,0.045,2,1,0.525,Self-Employed,18,1,83681,Low
CUST103015,41,37473,20961,544,3917349,Home Loan,49530,76246,1.4,4,0,0.65,Salaried,34,1,17559,High
CUST103016,44,23476,14763,700,890399,Auto Loan,61070,21203,0.903,0,1,0.368,Salaried,35,3,14906,Medium
CUST103017,30,87065,53544,659,499423,Personal Loan,87986,14370,0.165,2,1,0.176,Business Owner,52,3,15493,Low
CUST103018,47,54705,29328,525,3482059,Home Loan,171637,100330,1.4,9,3,0.45,Self-Employed,23,3,52961,High
CUST103019,53,20827,12089,590,267156,Personal Loan,74041,6911,0.332,3,2,0.574,Salaried,8,3,22681,Low
CUST103020,36,36155,13221,617,3411077,Home Loan,108253,62869,1.4,3,0,0.522,Salaried,50,4,33211,High
CUST103021,26,163862,73278,812,400385,Auto Loan,445555,10215,0.062,0,0,0.521,Salaried,7,2,153052,Low
CUST103022,38,44477,28868,740,28629,Credit Card,83328,617,0.02,1,0,0.116,Self-Employed,14,4,26322,Low
CUST103023,29,31616,21116,650,1041356,Auto Loan,96718,27031,0.855,2,0,0.394,Self-Employed,50,1,23003,Low
CUST103024,37,25493,14355,720,4340507,Home Loan,104471,133331,1.4,1,0,0.402,Salaried,44,3,21671,Medium
CUST103025,48,98003,74194,507,358836,Personal Loan,331806,9468,0.097,2,2,0.676,Self-Employed,13,4,150557,Low
CUST103026,25,64654,40158,632,560978,Education Loan,38263,17485,0.27,2,0,0.37,Self-Employed,10,0,13345,Medium
CUST103027,53,102074,52809,714,185621,Personal Loan,258746,3883,0.038,1,0,0.52,Business Owner,43,0,28554,Low
CUST103028,30,44877,17019,694,492948,Personal Loan,154631,10725,0.239,1,1,0.266,Salaried,39,0,25314,Low
CUST103029,60,70566,53025,634,410335,Personal Loan,177590,8240,0.117,2,0,0.516,Salaried,55,3,54501,Low
CUST103030,53,27399,18024,677,716242,Education Loan,78509,13678,0.499,0,1,0.396,Salaried,31,0,5300,Low
CUST103031,32,43181,34621,709,648903,Education Loan,179043,11776,0.273,1,0,0.364,Salaried,17,3,21348,Low
CUST103032,45,45669,38972,679,2674081,Home Loan,182484,82873,1.4,1,0,0.882,Salaried,6,2,22771,High
CUST103033,25,74765,27650,753,213623,Personal Loan,61700,5196,0.069,0,0,0.34,Salaried,56,0,32548,Low
CUST103034,25,46327,17150,707,163267,Credit Card,117773,5085,0.11,0,0,0.353,Salaried,9,1,30599,Low
CUST103035,63,33317,8329,723,2596852,Home Loan,99593,78155,1.4,1,0,0.162,Self-Employed,49,0,52171,Medium
CUST103036,56,41309,28031,826,298065,Personal Loan,161441,8469,0.205,0,0,0.578,Salaried,38,1,40571,Low
CUST103037,27,20763,13328,750,5123987,Home Loan,32432,158074,1.4,0,0,0.302,Self-Employed,42,1,14233,High
CUST103038,33,18000,10146,828,3146153,Home Loan,19069,68259,1.4,1,0,0.394,Salaried,38,4,6428,High
CUST103039,29,64178,24281,623,452690,Home Loan,185386,13576,0.212,2,1,0.333,Self-Employed,33,0,32612,Low
CUST103040,38,33907,18226,545,690701,Auto Loan,80375,19008,0.561,7,0,0.611,Salaried,41,3,43908,Medium
CUST103041,33,48169,27739,668,97424,Credit Card,73738,2571,0.053,2,0,0.622,Business Owner,16,4,39208,Low
CUST103042,35,78750,51942,661,808582,Auto Loan,336397,21558,0.274,0,1,0.695,Business Owner,57,1,155281,Low
CUST103043,44,75256,44267,804,175507,Personal Loan,133220,5386,0.072,0,0,0.379,Salaried,36,4,55309,Low
CUST103044,29,56153,36103,584,403120,Personal Loan,40494,12499,0.223,7,2,0.404,Self-Employed,15,4,11894,Medium
CUST103045,59,95572,50904,673,134457,Credit Card,70264,2753,0.029,2,1,0.333,Salaried,6,4,8658,Low
CUST103046,53,55355,39601,714,291725,Personal Loan,72201,5581,0.101,1,0,0.427,Self-Employed,45,1,20306,Low
CUST103047,54,45982,29357,689,3367573,Home Loan,44462,73470,1.4,2,0,0.486,Salaried,27,4,19965,High
CUST103048,28,44720,17165,665,340610,Personal Loan,92962,9994,0.223,1,1,0.555,Salaried,48,4,29175,Medium
CUST103049,52,22506,16756,710,333498,Personal Loan,18497,6456,0.287,0,0,0.274,Salaried,39,1,10922,Low
CUST103050,57,83308,60113,772,2948911,Home Loan,228652,80401,0.965,0,0,0.424,Business Owner,57,3,90592,Medium
CUST103051,28,18000,11073,811,347512,Personal Loan,38404,8197,0.455,0,0,0.217,Salaried,53,3,5328,Low
CUST103052,54,33911,19984,683,952095,Auto Loan,98060,29298,0.864,1,0,0.421,Self-Employed,45,0,9122,Medium
CUST103053,36,40551,31719,611,3444127,Home Loan,180734,101534,1.4,5,2,0.744,Salaried,14,2,30397,High
CUST103054,55,28130,9039,810,209161,Credit Card,125674,5252,0.187,0,0,0.359,Salaried,42,4,43658,Low
CUST103055,42,32752,23705,588,687360,Auto Loan,71010,16036,0.49,2,1,0.349,Salaried,6,0,41311,Medium
CUST103056,56,78057,37727,832,379170,Personal Loan,153633,11255,0.144,0,0,0.463,Contract/Freelance,14,4,91177,Low
CUST103057,27,89047,62629,794,278420,Credit Card,287284,5964,0.067,0,0,0.561,Business Owner,4,2,135005,Low
CUST103058,38,29477,16709,807,640683,Education Loan,58091,16406,0.557,0,0,0.262,Salaried,53,1,10643,Low
CUST103059,33,35739,13438,738,349733,Personal Loan,129130,10857,0.304,0,0,0.164,Self-Employed,49,0,76961,Low
CUST103060,31,22592,10855,500,474143,Auto Loan,65666,12542,0.555,5,5,0.421,Salaried,23,3,37183,Medium
CUST103061,34,55119,38200,592,637820,Auto Loan,71542,19786,0.359,4,4,0.426,Salaried,24,4,29222,Medium
CUST103062,37,35869,18672,706,818356,Auto Loan,77453,19795,0.552,0,0,0.703,Salaried,21,2,4543,Low
CUST103063,26,18000,8334,623,415348,Personal Loan,71183,11136,0.619,3,1,0.232,Salaried,10,4,13347,Low
CUST103064,52,41997,19405,653,429522,Personal Loan,113955,13386,0.319,5,1,0.16,Salaried,20,1,36138,Low
CUST103065,45,53790,34421,732,389969,Personal Loan,179641,11045,0.205,0,0,0.461,Self-Employed,49,4,38394,Low
CUST103066,57,61909,49223,666,448502,Personal Loan,206739,13759,0.222,4,0,0.328,Salaried,10,4,80015,Low
CUST103067,52,52423,13120,576,2080736,Home Loan,127316,61691,1.177,4,2,0.338,Business Owner,9,0,46315,High
CUST103068,27,37332,35170,755,175668,Credit Card,62791,3353,0.09,0,0,0.517,Self-Employed,17,1,37077,Low
CUST103069,24,132445,76623,724,3214955,Home Loan,382151,69503,0.525,0,0,0.434,Business Owner,35,0,111008,Low
CUST103070,39,44279,27950,659,3339883,Home Loan,42164,94788,1.4,1,3,0.642,Self-Employed,54,3,2792,High
CUST103071,42,74900,36620,740,305616,Personal Loan,216422,9309,0.124,1,0,0.539,Business Owner,40,1,16796,Low
CUST103072,31,31483,17300,688,2132606,Home Loan,28680,62341,1.4,1,0,0.224,Salaried,21,4,3928,High
CUST103073,55,54746,31586,793,86204,Credit Card,224852,1930,0.035,0,0,0.098,Salaried,54,4,42305,Low
CUST103074,46,20847,8404,693,166835,Credit Card,72453,4454,0.214,0,0,0.639,Salaried,31,0,30324,Low
CUST103075,53,27710,12115,793,3757594,Home Loan,33940,102430,1.4,0,0,0.378,Contract/Freelance,28,2,14348,Medium
CUST103076,25,23302,16680,521,3054881,Home Loan,84788,73691,1.4,5,6,1.0,Salaried,57,2,43554,High
CUST103077,56,33627,11187,719,348185,Personal Loan,114447,9132,0.272,0,0,0.595,Self-Employed,42,3,6025,Low
CUST103078,30,95113,58185,646,486152,Education Loan,324695,15462,0.163,0,2,0.716,Business Owner,35,2,137384,Low
CUST103079,40,30469,15177,607,3763429,Home Loan,56097,96440,1.4,3,1,0.325,Salaried,4,0,20126,High
CUST103080,40,74856,31103,778,3267901,Home Loan,193949,67714,0.905,0,1,0.385,Business Owner,17,3,37073,Medium
CUST103081,57,79441,65624,756,2790513,Home Loan,225859,69923,0.88,0,0,0.546,Salaried,33,2,85676,Low
CUST103082,33,39640,16505,509,456095,Personal Loan,79594,9332,0.235,3,1,0.546,Salaried,37,1,10394,Medium
CUST103083,31,69044,27050,741,3922422,Home Loan,189291,108396,1.4,0,0,0.416,Self-Employed,28,2,11604,Medium
CUST103084,35,50970,26699,731,300590,Education Loan,75235,9206,0.181,2,0,0.456,Salaried,29,4,23352,Low
CUST103085,36,42294,18711,619,356021,Personal Loan,169156,9777,0.231,3,2,0.357,Salaried,20,4,67777,Low
CUST103086,28,56255,30991,609,232616,Personal Loan,244222,7045,0.125,2,1,0.335,Salaried,4,1,86243,Low
CUST103087,28,91856,52519,545,367091,Personal Loan,165978,10347,0.113,5,2,0.504,Salaried,55,3,80380,Low
CUST103088,31,40674,23707,651,20000,Personal Loan,76044,482,0.02,1,1,0.391,Business Owner,10,3,13656,Low
CUST103089,41,35188,18743,665,694850,Education Loan,48026,17743,0.504,1,2,0.299,Business Owner,40,0,11438,Medium
CUST103090,36,25386,11467,748,187379,Credit Card,100506,4770,0.188,0,0,0.379,Salaried,40,2,37564,Low
CUST103091,38,62786,40188,703,624795,Education Loan,72420,14680,0.234,0,0,0.196,Salaried,35,2,19065,Low
CUST103092,52,66717,35651,590,88852,Credit Card,246548,1715,0.026,5,2,0.644,Salaried,42,2,117587,Low
CUST103093,31,42550,20450,700,1432020,Auto Loan,162937,39847,0.936,2,1,0.539,Business Owner,11,3,9258,Medium
CUST103094,61,18000,13630,658,1193898,Auto Loan,31768,22278,1.238,5,4,0.584,Self-Employed,24,4,15042,High
CUST103095,54,29625,15791,601,692009,Auto Loan,106862,14433,0.487,1,2,0.348,Salaried,42,3,53148,Low
CUST103096,28,51356,36097,545,772345,Auto Loan,118729,18810,0.366,6,1,0.363,Salaried,36,0,51697,Low
CUST103097,34,33106,23894,733,45996,Credit Card,62696,1464,0.044,0,0,0.649,Contract/Freelance,29,2,22088,Low
CUST103098,29,58763,42913,718,990837,Auto Loan,239372,22092,0.376,2,0,0.386,Business Owner,17,4,44145,Low
CUST103099,33,31713,20511,727,1666453,Home Loan,73387,48537,1.4,1,0,0.518,Salaried,43,4,9564,High
CUST103100,37,85515,47026,618,1048244,Auto Loan,61649,25024,0.293,4,2,0.281,Business Owner,4,4,33334,Medium
CUST103101,26,46837,25340,695,475678,Personal Loan,142295,10038,0.214,1,0,0.385,Salaried,45,2,85351,Low
CUST103102,21,52256,26955,563,829097,Auto Loan,163666,15232,0.291,4,4,0.739,Salaried,49,4,23028,Medium
CUST103103,40,58203,14551,596,533325,Auto Loan,176856,10260,0.176,2,3,0.527,Business Owner,50,0,46017,Medium
CUST103104,51,50816,33063,683,1221582,Auto Loan,98648,29116,0.573,3,1,0.4,Salaried,34,2,17347,Low
CUST103105,34,49333,28822,702,850645,Auto Loan,158579,20077,0.407,1,0,0.534,Salaried,28,4,25809,Low
CUST103106,58,22468,14954,542,154894,Credit Card,37395,4146,0.185,2,3,0.596,Contract/Freelance,13,2,16331,Medium
CUST103107,37,64086,34198,590,101094,Credit Card,151079,1908,0.03,3,1,0.882,Business Owner,53,4,85315,Low
CUST103108,60,57307,36853,649,3416220,Home Loan,78329,75072,1.31,3,1,0.475,Salaried,44,0,21078,High
CUST103109,31,74245,26517,761,2972738,Home Loan,219246,54484,0.734,0,1,0.517,Self-Employed,24,1,112349,Medium
CUST103110,44,65340,25241,611,187260,Personal Loan,244502,5657,0.087,1,1,0.468,Business Owner,24,2,129815,Low
CUST103111,54,28594,7148,692,514149,Personal Loan,25468,12116,0.424,4,0,0.261,Self-Employed,41,3,10911,Medium
CUST103112,23,23680,12579,701,565493,Personal Loan,14399,14805,0.625,2,0,0.509,Contract/Freelance,15,1,6890,Medium
CUST103113,61,36297,16038,659,203456,Credit Card,128656,5686,0.157,1,0,0.197,Self-Employed,24,2,12775,Low
CUST103114,37,43707,18511,703,195614,Credit Card,78302,4255,0.097,1,1,0.609,Salaried,38,2,37985,Low
CUST103115,42,37987,22673,566,566225,Personal Loan,68198,11262,0.296,4,3,0.286,Salaried,53,2,9025,Medium
CUST103116,48,32677,16026,624,95006,Credit Card,90154,2482,0.076,3,0,0.325,Business Owner,54,2,40425,Low
CUST103117,49,20519,7169,802,2013356,Home Loan,50209,61703,1.4,0,0,0.226,Contract/Freelance,27,4,28906,Medium
CUST103118,22,18000,16313,808,128244,Credit Card,17752,3911,0.217,0,0,0.512,Salaried,34,2,3666,Low
CUST103119,59,18000,9807,752,3533597,Home Loan,63751,78853,1.4,0,0,0.198,Salaried,15,4,20021,Medium
CUST103120,48,51062,20341,774,134637,Credit Card,61534,2925,0.057,0,0,0.492,Business Owner,13,1,19032,Low
CUST103121,64,114017,52017,525,2057609,Home Loan,433734,47222,0.414,4,1,0.429,Salaried,59,0,66913,Low
CUST103122,41,90089,47365,599,350693,Personal Loan,320482,7517,0.083,5,1,0.48,Salaried,5,3,19348,Low
CUST103123,47,34888,18332,654,338438,Personal Loan,40781,10662,0.306,1,0,0.367,Business Owner,20,3,19151,Low
CUST103124,40,57963,42446,885,1100294,Auto Loan,204775,20339,0.351,1,0,0.819,Business Owner,39,0,110587,Low
CUST103125,60,28030,15105,653,660133,Education Loan,88120,13651,0.487,0,2,0.165,Business Owner,54,0,17412,Low
CUST103126,57,24462,19808,743,283393,Auto Loan,108300,5213,0.213,1,0,0.493,Self-Employed,45,0,45467,Low
CUST103127,60,23415,11461,712,170237,Credit Card,78377,5100,0.218,1,0,0.424,Salaried,51,2,30303,Low
CUST103128,43,30823,18793,710,543769,Personal Loan,63522,13377,0.434,1,0,0.286,Contract/Freelance,5,1,14514,Low
CUST103129,55,36971,25624,678,151519,Credit Card,110182,3211,0.087,1,0,0.519,Salaried,34,4,22064,Low
CUST103130,36,44968,32257,578,201815,Credit Card,141536,4750,0.106,4,2,0.342,Salaried,25,4,74822,Low
CUST103131,41,73025,53576,450,2634262,Home Loan,254317,51329,0.703,8,4,0.407,Business Owner,19,1,68305,High
CUST103132,54,37938,19421,789,3833639,Home Loan,90084,74784,1.4,0,0,0.194,Self-Employed,35,2,53906,Medium
CUST103133,24,55072,30247,628,258788,Personal Loan,209867,8089,0.147,6,1,0.496,Business Owner,7,1,106514,Low
CUST103134,52,24533,6133,521,319804,Personal Loan,40425,8873,0.362,4,4,0.445,Salaried,20,0,20572,Medium
CUST103135,21,18629,9735,717,320768,Personal Loan,81099,8642,0.464,1,0,0.266,Contract/Freelance,18,4,13767,Low
CUST103136,46,22489,15805,716,175026,Credit Card,39170,4309,0.192,1,0,0.484,Self-Employed,23,3,10896,Low
CUST103137,41,59129,39945,745,106732,Credit Card,38445,2653,0.045,1,0,0.597,Self-Employed,53,2,4500,Low
CUST103138,41,29302,15761,775,170552,Personal Loan,38108,4913,0.168,0,0,0.145,Contract/Freelance,39,0,9793,Low
CUST103139,42,18000,14182,602,756951,Education Loan,75776,14180,0.788,4,0,0.558,Salaried,19,0,45381,Medium
CUST103140,42,42913,21295,606,172708,Credit Card,157070,4723,0.11,5,1,0.59,Self-Employed,52,3,62483,Low
CUST103141,38,25168,11319,653,883465,Auto Loan,56816,22711,0.902,1,1,0.694,Self-Employed,17,2,13328,Medium
CUST103142,40,114379,55412,750,862232,Education Loan,471313,19222,0.168,1,0,0.348,Business Owner,57,0,99283,Low
CUST103143,45,41758,16405,501,139361,Credit Card,62075,2929,0.07,3,1,0.844,Business Owner,7,2,10400,Medium
CUST103144,54,59993,38224,691,384465,Personal Loan,86044,11559,0.193,2,0,0.544,Self-Employed,54,1,9532,Medium
CUST103145,45,65515,38679,759,570393,Education Loan,66552,17706,0.27,1,0,0.062,Salaried,32,3,9529,Low
CUST103146,49,26115,16593,756,2910355,Home Loan,59274,56291,1.4,0,0,0.454,Salaried,17,2,14906,High
CUST103147,57,35302,17368,740,391677,Personal Loan,90250,7981,0.226,0,0,0.404,Contract/Freelance,34,1,25786,Low
CUST103148,64,43763,23714,770,627660,Personal Loan,47289,17160,0.392,0,0,0.577,Contract/Freelance,48,0,12306,Low
CUST103149,25,35935,8984,446,1070834,Auto Loan,34441,30879,0.859,9,4,0.815,Contract/Freelance,42,0,4608,High
CUST103150,52,47216,28456,817,774809,Education Loan,97350,19276,0.408,0,0,0.225,Salaried,59,2,19861,Low
CUST103151,30,22063,12440,708,4066252,Home Loan,31561,125958,1.4,3,0,0.591,Salaried,52,3,9288,High
CUST103152,29,69524,27526,793,151536,Auto Loan,194463,4580,0.066,0,0,0.377,Business Owner,18,1,18720,Low
CUST103153,55,43535,23306,580,3557479,Home Loan,113075,70323,1.4,3,3,0.386,Business Owner,9,1,8774,High
CUST103154,24,46969,24137,531,197800,Credit Card,54011,3955,0.084,6,0,0.807,Salaried,42,0,26286,Medium
CUST103155,58,66790,53232,832,360342,Personal Loan,36942,6919,0.104,0,0,0.314,Self-Employed,24,0,5906,Low
CUST103156,54,54229,21770,601,837155,Auto Loan,166980,25329,0.467,4,0,0.505,Salaried,35,3,36196,Medium
CUST103157,64,46954,28003,654,570368,Auto Loan,168637,14719,0.313,2,0,0.451,Salaried,38,4,17728,Low
CUST103158,50,53581,21287,725,296907,Personal Loan,131439,9257,0.173,0,0,0.509,Salaried,8,3,19915,Low
CUST103159,59,54709,25817,746,460380,Education Loan,153295,12987,0.237,0,0,0.64,Salaried,14,4,78194,Low
CUST103160,26,78667,46316,772,877388,Education Loan,341953,24784,0.315,0,0,0.69,Salaried,51,3,190884,Low
CUST103161,60,33596,17484,699,4881868,Home Loan,119965,96427,1.4,1,1,0.597,Contract/Freelance,19,4,33190,High
CUST103162,28,47529,26101,590,251591,Credit Card,87227,4914,0.103,2,3,0.203,Self-Employed,25,1,14565,Low
CUST103163,34,51892,30958,740,105375,Credit Card,202441,3270,0.063,0,0,0.669,Contract/Freelance,48,3,87508,Low
CUST103164,26,32187,15478,741,268119,Personal Loan,86711,6638,0.206,0,0,0.514,Salaried,16,1,14063,Low
CUST103165,38,22007,14828,526,258162,Personal Loan,56948,8239,0.374,0,1,0.747,Salaried,5,1,24178,Medium
CUST103166,53,50109,25417,801,546980,Auto Loan,163731,12319,0.246,0,0,0.346,Salaried,31,1,69943,Low
CUST103167,32,40239,21582,469,551781,Auto Loan,89248,14732,0.366,4,3,0.585,Self-Employed,54,4,43724,Medium
CUST103168,57,23309,13999,768,696640,Auto Loan,93774,18126,0.778,0,1,0.571,Salaried,33,3,17806,Low
CUST103169,47,55301,32173,626,1110157,Auto Loan,64654,21041,0.38,1,1,0.845,Self-Employed,47,0,14635,Medium
CUST103170,48,103168,66047,740,112314,Credit Card,225696,2837,0.027,0,0,0.442,Business Owner,34,2,42549,Low
CUST103171,62,26023,15467,723,479002,Personal Loan,19763,14821,0.57,0,0,0.193,Business Owner,22,3,7937,Medium
CUST103172,40,63579,39143,677,517515,Personal Loan,211183,12604,0.198,3,0,0.556,Salaried,52,3,123925,Low
CUST103173,36,18000,9080,718,384924,Personal Loan,28461,9476,0.526,1,0,0.388,Salaried,23,4,7997,Medium
CUST103174,64,33519,13420,673,4576627,Home Loan,73799,127285,1.4,2,0,0.261,Salaried,18,3,17355,Medium
CUST103175,45,91879,32170,741,78534,Credit Card,371692,2272,0.025,0,0,0.382,Salaried,17,4,137168,Low
CUST103176,48,38085,12039,866,120695,Credit Card,47421,3572,0.094,0,0,0.486,Self-Employed,18,3,11593,Low
CUST103177,34,41793,33300,566,3412147,Home Loan,21273,83009,1.4,2,2,0.712,Salaried,4,2,2372,High
CUST103178,30,62230,15558,409,916412,Auto Loan,175021,22192,0.357,4,5,0.54,Self-Employed,52,0,56405,Medium
CUST103179,28,18538,13294,645,525081,Personal Loan,41714,12931,0.698,3,2,0.391,Salaried,43,4,15531,Low
CUST103180,30,35240,15332,639,2081293,Home Loan,25367,65698,1.4,3,0,0.456,Contract/Freelance,7,2,7301,High
CUST103181,29,35115,25146,648,527843,Education Loan,59168,16368,0.466,2,0,0.784,Contract/Freelance,48,0,27844,Medium
CUST103182,53,92785,23196,601,339590,Personal Loan,135134,9073,0.098,4,1,0.741,Salaried,48,2,57132,Low
CUST103183,23,31071,16066,754,122772,Credit Card,47926,2699,0.087,0,0,0.502,Business Owner,14,0,14510,Low
CUST103184,48,33803,25473,563,222278,Personal Loan,123673,6803,0.201,4,2,0.62,Salaried,19,1,70760,Low
CUST103185,62,29073,18893,718,2666264,Home Loan,49976,54373,1.4,2,0,0.365,Self-Employed,26,3,18632,Medium
CUST103186,54,34017,17103,734,776956,Auto Loan,83631,15146,0.445,1,0,0.55,Business Owner,38,3,20741,Medium
CUST103187,38,89988,25015,707,225996,Credit Card,140568,5380,0.06,0,0,0.25,Business Owner,29,4,36022,Low
CUST103188,23,54836,20007,721,546481,Auto Loan,235913,15080,0.275,0,0,0.506,Business Owner,18,1,14626,Low
CUST103189,57,31257,23270,761,192797,Credit Card,112427,3612,0.116,0,0,0.034,Salaried,9,0,47149,Low
CUST103190,21,42919,21513,685,216787,Credit Card,94127,4852,0.113,2,2,0.148,Business Owner,56,1,43279,Low
CUST103191,50,34264,18501,651,697503,Auto Loan,116769,20212,0.59,2,0,0.118,Self-Employed,20,1,20161,Low
CUST103192,50,32428,19123,721,3491080,Home Loan,57051,95059,1.4,1,0,0.758,Salaried,48,1,26961,High
CUST103193,29,22720,8352,731,3845049,Home Loan,18833,73758,1.4,1,0,0.384,Salaried,20,4,7960,High
CUST103194,53,48227,29275,756,972274,Auto Loan,107165,20248,0.42,0,0,0.157,Business Owner,58,4,8572,Low
CUST103195,28,37559,18451,534,874438,Auto Loan,103601,24618,0.655,6,4,0.983,Self-Employed,51,4,20319,High
CUST103196,30,28538,16869,664,2439715,Home Loan,54149,47899,1.4,0,0,0.318,Salaried,16,3,32488,High
CUST103197,56,36580,17159,589,3941951,Home Loan,77043,71491,1.4,5,3,0.602,Contract/Freelance,9,2,4189,High
CUST103198,64,49181,16218,728,304129,Personal Loan,165136,9701,0.197,0,0,0.274,Self-Employed,45,1,91839,Low
CUST103199,32,31242,15314,742,353510,Personal Loan,127523,9402,0.301,0,0,0.548,Salaried,17,4,63700,Low
CUST103200,61,37614,24062,657,3396917,Home Loan,153331,81544,1.4,1,0,0.459,Salaried,37,0,69023,Medium
CUST103201,61,116622,70576,618,194939,Credit Card,326864,5138,0.044,0,1,0.354,Self-Employed,29,2,116403,Low
CUST103202,54,140688,77988,731,251217,Credit Card,424591,6879,0.049,1,0,0.172,Business Owner,31,0,80509,Low
CUST103203,27,27473,18565,669,482154,Education Loan,72288,12023,0.438,2,1,0.326,Self-Employed,11,1,10117,Low
